generation,full_path,filename,size,modified_utc,sha256,comparison_status,hash_movement,fresh_generation_role
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.3.log","game.3.log","524160","2026-08-09T21:16:15.670858+00:00","EEE256DD7A959D9673E04BA456BAE8E99650D3ADC5B18010602FB840D5D61C41","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.4.log","game.4.log","524205","2026-08-09T21:16:15.575671+00:00","31957819FEA19F545AB612C16B8ADB7A22ACA97B51546E709829C25653F86AA9","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.5.log","game.5.log","524274","2026-08-09T21:16:14.029700+00:00","B4A4085888DD5770A0A41F5BF1710D24444D370D335036AD30AEC3098C28BCAD","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\game.log","game.log","122919","2026-08-09T21:18:06.766753+00:00","8FC2FB48988D818F38C165189E65B968A048016640CC6C62B2F8F63E13939A3B","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\graphics.log","graphics.log","0","2026-08-09T21:07:24.760412+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\gui.log","gui.log","5100","2026-08-09T21:08:10.741635+00:00","C745040BB662E855BC53C557DACFEBC4C5D615A543888D708D9CB69B3D7BA96A","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\memory.log","memory.log","0","2026-07-28T18:42:42.070659+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\message.log","message.log","0","2026-07-28T18:42:42.063319+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\multiplayer.log","multiplayer.log","0","2026-08-09T21:07:24.762412+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\pdxsdk.log","pdxsdk.log","0","2026-08-09T21:07:35.923965+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\setup.log","setup.log","0","2026-07-28T18:42:42.070659+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.1.log","system.1.log","1100","2026-08-09T18:50:09.320306+00:00","6BBC002D3D017E454349544691F574B8904D1A17F6544E9B224784C7B394BEE2","changed_or_rotated","rotated_from:system.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.2.log","system.2.log","1101","2026-08-07T13:49:21.999498+00:00","C81F86A66E1F43EE4069904E07D731F2CDE609D77579AA66BBE1401CEDE5A26C","changed_or_rotated","rotated_from:system.1.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.3.log","system.3.log","1101","2026-08-07T13:31:14.319027+00:00","B05F91933C8390ECE412893522AE968FC2BF8A41D29EDAA3FD22396F733A8881","changed_or_rotated","rotated_from:system.2.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.4.log","system.4.log","1101","2026-08-07T13:15:38.466222+00:00","8A069C1FFE609C7905E295D023DE35E3CAD211583A5E6AA5F8DB39B7BDEDB83B","changed_or_rotated","rotated_from:system.3.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.5.log","system.5.log","1100","2026-08-05T16:59:48.966228+00:00","A69B4117FC5CFEBBB4DD61EE6DFEC099C760737AB45B8E9ACA19741644241266","changed_or_rotated","rotated_from:system.4.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\system.log","system.log","1100","2026-08-09T21:08:03.637146+00:00","C6C548503400B81343EF493AB0A8F5F6D7D45A20D946F16D3074BE2E64BF4BC8","changed_or_rotated","new_session_content","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\ui_animation_stats.log","ui_animation_stats.log","0","2026-08-09T21:07:24.787781+00:00","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","unchanged","",""
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.1.log","warning.1.log","6234","2026-08-09T18:50:09.941550+00:00","D03498223F404C3EE0AD7373CE76B125094664AFE4C4CF2FEF966494A11449D4","changed_or_rotated","rotated_from:warning.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.2.log","warning.2.log","6234","2026-08-07T13:49:22.349686+00:00","EB8DE8556E7377F940078C7B5D0D6F3BCDD69D5F822827B66A52DF53A3D786F1","changed_or_rotated","rotated_from:warning.1.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.3.log","warning.3.log","6234","2026-08-07T13:31:14.688132+00:00","E7C3A98AC574AE554380DD1F3E8BCE6773B07C772F1E9C35731DFD93E2FE0239","changed_or_rotated","rotated_from:warning.2.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.4.log","warning.4.log","6234","2026-08-07T13:15:38.789837+00:00","BEAF88D882D5279B91FA2285E2E68B137C94744B24A2C9A5B27EF32F3FE65CC4","changed_or_rotated","rotated_from:warning.3.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.5.log","warning.5.log","6234","2026-08-05T16:59:49.596245+00:00","FA363323E9DBA2EE7C0E14E094B1E4472B1CB77807254DB68185B667F40FC711","changed_or_rotated","rotated_from:warning.4.log","session_log_or_rotation"
"after","C:\Users\simeo\Documents\Paradox Interactive\Victoria 3\logs\warning.log","warning.log","6234","2026-08-09T21:08:04.216189+00:00","E03B12E93C353F942259FFA77BE251966C8B54AB53833805C1A9EF6663C17E6E","changed_or_rotated","new_session_content","session_log_or_rotation"
